,file_ids,start_times,stop_times,texts,labels
4434,Ses03F_script02_2_M043,435.2355,438.3381,If we're very quiet the fish might come.,neu
4435,Ses03F_script02_2_M044,438.5320,441.5675,Or not.,hap
4436,Ses03F_script02_2_M045,445.2462,447.1014,Or not.,hap
4437,Ses03F_script03_1_F000,4.8600,6.5200,Oh.,neu
4438,Ses03F_script03_1_F001,7.6700,9.9216,[BREATHING],neu
4439,Ses03F_script03_1_F002,10.7025,14.1700,Good God.,fea
4440,Ses03F_script03_1_F003,14.9625,16.9300,Do you think it's them?,fea
4441,Ses03F_script03_1_F004,21.1650,24.4600,I wonder.,xxx
4442,Ses03F_script03_1_F005,26.1175,28.5475,"I mean, nobody knows we're here except for Freda and she wouldn't ring up.",xxx
4443,Ses03F_script03_1_F006,34.0575,39.2300,It must be them then.,xxx
4444,Ses03F_script03_1_F007,42.9100,50.0425,What are we to do?,xxx
4445,Ses03F_script03_1_F008,52.4100,54.5900,"We're all right, aren't we darling? Whatever happens.",xxx
4446,Ses03F_script03_1_F009,60.1800,63.8793,"Yes. Now and always, sweet.",exc
4447,Ses03F_script03_1_F010,65.9600,67.8700,Then I don't care.,xxx
4448,Ses03F_script03_1_F011,80.4800,84.1900,It was bound to come sooner or later.,xxx
4449,Ses03F_script03_1_F012,85.8800,90.0125,"Hello? Hello? What? Ugh, wrong number.",xxx
4450,Ses03F_script03_1_F013,90.4500,93.6850,"[LAUGHTER] God, it sent shivers up my spine.",xxx
4451,Ses03F_script03_1_F014,96.1525,98.9800,"things that should matter dreadfully don't seem to matter at all when one's happy, do they?",sad
4452,Ses03F_script03_1_F015,100.2900,105.3900,"Um terrible thing is one can't stay happy. Well, it's true. I mean, the whole business is a very poor joke.",sad
4453,Ses03F_script03_1_F016,107.7300,110.1700,"Ooh darling, don't say that.",xxx
4454,Ses03F_script03_1_F017,115.6100,118.8000,"You mean that sacred and beautiful thing, love?",xxx
4455,Ses03F_script03_1_F018,142.4475,145.8300,"Yes, meaning just that.",xxx
4456,Ses03F_script03_1_F019,159.3275,167.9300,What does it all mean? That's what I ask myself in my quest for ultimate truth. What does it all mean?,exc
4457,Ses03F_script03_1_F020,173.2450,176.1500,Don't laugh at me. I'm serious.,xxx
4458,Ses03F_script03_1_F021,180.0800,184.4400,"[LAUGHTER]. You mustn't be serious, my dear one, that's what they want.",hap
4459,Ses03F_script03_1_F022,185.2025,191.3500,Who's they?,xxx
4460,Ses03F_script03_1_F023,192.8000,196.0300,All the futile moralists who try to make life unbearable. Laugh at them. Be flippant. Laugh at all the sacred shibboleths. Flippancy brings out the acid in their damn sweetness and light.,xxx
4461,Ses03F_script03_1_F024,200.4400,204.8800,"Well, if I laugh at everything I'm going to have to laugh at us too.",xxx
4462,Ses03F_script03_1_F025,207.0100,210.5900,"Ooh, certainly you must. We're figures of fun, all right.",hap
4463,Ses03F_script03_1_F026,212.5100,218.3300,"So how long is it going to last? This ludicrous, overbearing love of ours?",hap
4464,Ses03F_script03_1_F027,221.6700,226.2000,Who knows?,exc
4465,Ses03F_script03_1_F028,228.0575,230.8200,Shall we always want to bicker and fight?,xxx
4466,Ses03F_script03_1_M000,3.4000,5.2700,No. The fire will fade along with our passion.,xxx
4467,Ses03F_script03_1_M001,6.0425,8.2650,"Oh dear, well, shall we want that?",xxx
4468,Ses03F_script03_1_M002,9.2650,11.2025,Depends on how well we play it.,xxx
4469,Ses03F_script03_1_M003,13.7975,15.3150,"Well, what if happens if one of us is to die? Does the one that's left still laugh?",xxx
4470,Ses03F_script03_1_M004,17.0400,21.4200,"Yes, yes. Yes, he must with all his might.",neu
4471,Ses03F_script03_1_M005,24.4150,26.6375,"Well, that's serious enough.",neu
4472,Ses03F_script03_1_M006,28.1900,34.2100,"No. No, it isn't. Death's very laughable. A cunning little mystery. All done with mirrors.",xxx
4473,Ses03F_script03_1_M007,38.6900,43.4200,"Darling, I believe you're talking nonsense.",exc
4474,Ses03F_script03_1_M008,44.5000,47.2100,So is everyone else in the long run. Let's be superficial and pity the poor philosophers.,xxx
4475,Ses03F_script03_1_M009,49.7225,52.8575,"Let's blow strumpets, blow-blow trumpets and squeakers and party as much as we can like small quite idiotic school children. Let's savor the delight of the moment. Come, kiss me darling, before worms pop in and out of your eye sockets.",xxx
4476,Ses03F_script03_1_M010,53.8700,60.4900,"Elliott, worms don't pop.",xxx
4477,Ses03F_script03_1_M011,63.4200,66.3875,"I don't care what you do, see? As long-you can paint yourself bright green all over and dance naked in the Place Vendome and rush off madly with all the men in the world and I shan't say a word as long as you love me best.",exc
4478,Ses03F_script03_1_M012,68.3275,81.0700,"Thank you, dear. The same applies to you. Except that if I ever so much as catch you looking at another woman I'll kill you.",xxx
4479,Ses03F_script03_1_M013,83.1050,86.3300,Remember that awful scene we had in Venice?,exc
4480,Ses03F_script03_1_M014,89.4700,91.2700,Which particular one?,xxx
4481,Ses03F_script03_1_M015,93.1300,97.0375,The one when you bought that little painted wooden snake in the Piazza and put it in my bed.,xxx
4482,Ses03F_script03_1_M016,98.5300,101.0500,Oh Charles. That was his name. Charles. He did wiggle so beautifully.,xxx
4483,Ses03F_script03_1_M017,104.7700,108.5300,Horrible little thing. I hated it.,xxx
4484,Ses03F_script03_1_M018,109.7800,116.2475,I know you did. You threw it out the window and into the Grand Canal. I don't think I'll ever forgive you for that.,xxx
4485,Ses03F_script03_1_M019,118.3800,124.7727,How long did that row last?,xxx
4486,Ses03F_script03_1_M020,124.8432,143.1300,It went on intermittently for days.,exc
4487,Ses03F_script03_1_M021,145.0100,159.7050,The worst one was in Cannes when your-your curling iron burnt a hole in my dressing gown.,xxx
4488,Ses03F_script03_1_M022,169.9100,174.3700,"Well, I burnt a hole in my comb too, and all the towels in the bathroom. [LAUGHTER].",exc
4489,Ses03F_script03_1_M023,175.4025,180.9450,yeah. And that was the first time you ever hit me.,xxx
4490,Ses03F_script03_1_M024,181.3450,185.6975,"That was a rouser, wasn't it?",xxx
4491,Ses03F_script03_1_M025,191.0600,193.2900,The manager came in and found us rolling on the floor and biting and scratching like panthers. [LAUGHTER],xxx
4492,Ses03F_script03_1_M026,195.5000,200.8500,I didn't hit you very hard.,xxx
4493,Ses03F_script03_1_M027,204.5800,207.1400,I know. Oh man. Couldn't believe it.,exc
4494,Ses03F_script03_1_M028,210.1500,212.8800,"Oh, I will never forget his face. Ooh-rah [LAUGHTER].",xxx
4495,Ses03F_script03_1_M029,216.9700,221.7800,We were very much younger then.,xxx
4496,Ses03F_script03_1_M030,226.4800,228.6200,"Yeah, and very much sillier.",xxx
4497,Ses03F_script03_1_M031,232.8800,238.2600,"Oh, the real cause of that row was Peter Burden.",xxx
4498,Ses03F_script03_2_F000,13.8388,16.6100,"As a matter of fact, the real cause of that row was Peter Burden.",xxx
4499,Ses03F_script03_2_F001,19.9700,23.8200,You knew there was nothing in that.,xxx
4500,Ses03F_script03_2_F002,28.2100,32.8600,I knew nothing of the sort. You took presents from him.,xxx
4501,Ses03F_script03_2_F003,35.0700,40.5200,Presents? It was only a small trivial little broach.,xxx
4502,Ses03F_script03_2_F004,45.3900,48.8425,I remember it well. Bristling with diamonds. In the worst possible taste.,neu
4503,Ses03F_script03_2_F005,50.5900,52.0650,Not at all. It was very pretty. And I wear it all the time. I still have it.,xxx
4504,Ses03F_script03_2_F006,52.6500,55.9025,You went out of your way to torture me over Peter Burden.,xxx
4505,Ses03F_script03_2_F007,56.7050,61.0900,"No, I didn't. You made that up all in your jealous imagination.",xxx
4506,Ses03F_script03_2_F008,63.8825,66.3100,You must admit that he was in love with you.,neu
4507,Ses03F_script03_2_F009,75.4000,78.3725,"Just a little perhaps, but it was nothing serious.",xxx
4508,Ses03F_script03_2_F010,84.7850,86.1650,You let him kiss you. You said so.,xxx
4509,Ses03F_script03_2_F011,87.8625,91.2000,"Well, what of it?",xxx
4510,Ses03F_script03_2_F012,93.7900,98.0400,What of it?,xxx
4511,Ses03F_script03_2_F013,103.8975,106.0400,"Oh come on, it gave him a lot of pleasure and it didn't harm me.",neu
4512,Ses03F_script03_2_F014,109.5700,111.4700,What about me?,ang
4513,Ses03F_script03_2_F015,112.2400,113.6200,"Well, if you hadn't been so suspicious and nosey you'd have never known anything about it.",ang
4514,Ses03F_script03_2_F016,120.3100,124.6700,"That's a nice point of view, I must say.",xxx
4515,Ses03F_script03_2_F017,127.4075,132.9500,"Well, it's true.",neu
4516,Ses03F_script03_2_F018,137.0025,138.4200,Are you bored with this conversation?,ang
4517,Ses03F_script03_2_F019,138.8625,142.2500,"I definitely, most definitely am.",xxx
4518,Ses03F_script03_2_F020,150.3100,153.9200,So am I. Bored stiff. Want some brandy?,xxx
4519,Ses03F_script03_2_F021,155.9400,158.4625,"No, thanks.",fru
4520,Ses03F_script03_2_F022,161.8585,163.3200,"I'll have a little, I think.",fru
4521,Ses03F_script03_2_F023,163.6700,170.0200,I don't see why you want it; you've already had two glasses.,ang
4522,Ses03F_script03_2_F024,177.9925,180.9500,"No particular reason. Anyhow, they were very small ones.",xxx
4523,Ses03F_script03_2_F025,184.9300,187.5075,I don't see what's the point of going on and on about something like this.,fru
4524,Ses03F_script03_2_F026,194.3200,198.1100,"Oh, my-you can hardly call three minute liquor glasses in the evening going on and on and on.",ang
4525,Ses03F_script03_2_F027,198.9675,200.9700,It's become a habit with you.,fru
4526,Ses03F_script03_2_F028,207.1450,212.2362,You needn't be so grand just because you don't happen to want some yourself at the moment.,xxx
4527,Ses03F_script03_2_F029,214.6500,218.5425,Don't be so stupid.,fru
4528,Ses03F_script03_2_F030,221.9000,225.8411,"Really, Amanda.",fru
4529,Ses03F_script03_2_F031,235.9600,237.9500,What?,xxx
4530,Ses03F_script03_2_F032,240.8800,245.4600,Nothing.,xxx
4531,Ses03F_script03_2_F033,247.0350,248.9800,"Going somewhere, dear?",xxx
4532,Ses03F_script03_2_F034,250.8575,253.3100,No. Just making myself fascinating for you.,xxx
4533,Ses03F_script03_2_F035,254.4000,256.8000,That reply has broken my heart.,ang
4534,Ses03F_script03_2_F036,261.4650,268.5400,"It's a woman's job to allure the man. Watch me, won't you, a minute?",xxx
4535,Ses03F_script03_2_F037,272.9175,276.5650,"As a matter of fact, that's perfectly true.",ang
4536,Ses03F_script03_2_F038,278.8800,285.5100,"No, it isn't.",ang
4537,Ses03F_script03_2_F039,286.7100,292.2700,"Yes, it is.",ang
4538,Ses03F_script03_2_F040,298.2300,302.6300,"No, it's not. I don't care.",ang
4539,Ses03F_script03_2_F041,304.4437,306.0000,It's a pity you didn't have more brandy. It might have made you a little less disagreeable.,ang
4540,Ses03F_script03_2_F042,306.0000,316.7400,"Well, it didn't seem to do such wonders with you, now did it?",ang
4541,Ses03F_script03_2_F043,327.1750,331.1000,"Oh, snap, snap, snap, like a little adder.",ang
4542,Ses03F_script03_2_M000,9.3056,14.3900,"Adders don't snap, they sting.",ang
4543,Ses03F_script03_2_M001,16.5000,20.4600,"Yes, they do. They have a big bag of venom behind their fangs and they snap.",ang
4544,Ses03F_script03_2_M002,23.2100,28.9000,They sting.,ang
4545,Ses03F_script03_2_M003,32.1900,35.7200,They snap.,xxx
4546,Ses03F_script03_2_M004,42.3800,45.5200,"I don't care. I don't care, do you understand? I don't care if they bark, if they roll over on the floor like hoops.",xxx
4547,Ses03F_script03_2_M005,48.4250,51.1000,"Uhh,",ang
4548,Ses03F_script03_2_M006,51.5900,53.3000,did you see much of Peter Burden after our divorce?,xxx
4549,Ses03F_script03_2_M007,55.4150,57.2475,"Yes, I did, quite a lot actually.",ang
4550,Ses03F_script03_2_M008,60.6850,64.3750,"I imagine that you let him kiss you quite a bit more then, didn't you?",ang
4551,Ses03F_script03_2_M009,73.0200,75.7200,Mind your business.,neu
4552,Ses03F_script03_2_M010,79.9900,85.2100,You had a riotous-must have had a riotous time. No restraint at all. Very enjoyable. You never had much anyhow.,neu
4553,Ses03F_script03_2_M011,86.1500,88.4400,You are quite insufferable. I suppose it's because you're drunk.,neu
4554,Ses03F_script03_2_M012,90.7625,94.2950,I'm not in the least bit drunk.,neu
4555,Ses03F_script03_2_M013,97.4400,104.3350,You've always had a weak head.,xxx
4556,Ses03F_script03_2_M014,105.4700,110.3400,"Okay. As I mentioned before, I said I had three very minute liquor glasses. That's hardly enough to get a child of two drunk.",ang
4557,Ses03F_script03_2_M015,110.9875,112.6200,"On the contrary, a child of two can get violently drunk on only one glass of brandy.",ang
4558,Ses03F_script03_2_M016,113.9625,115.0850,"Oh, very interesting indeed. How about a child of four or a child of six or a child of nine. We might have a splendid little debate about this intemperate tots.",ang
4559,Ses03F_script03_2_M017,118.2350,120.4650,Do shut up. Shut up.,ang
4560,Ses03F_script03_2_M018,124.3400,128.0300,I don't want to talk about this anymore.,xxx
4561,Ses03F_script03_2_M019,133.3900,136.3650,You better turn that off.,xxx
4562,Ses03F_script03_2_M020,137.9200,139.3100,Why?,ang
4563,Ses03F_script03_2_M021,145.6300,150.9300,It's very late and it will annoy the people upstairs.,xxx
4564,Ses03F_script03_2_M022,153.1850,156.3475,There aren't any people upstairs. It's a photographer's studio.,xxx
4565,Ses03F_script03_2_M023,157.8075,162.2025,"Well, I suppose the people downstairs then.",xxx
4566,Ses03F_script03_2_M024,162.9400,164.1200,They're away in Tunis.,ang
4567,Ses03F_script03_2_M025,170.7300,173.0700,This is no time of the year for Tunis.,xxx
4568,Ses03F_script03_2_M026,174.1875,178.8700,"Turn it on again, please.",ang
4569,Ses03F_script03_2_M027,180.6400,185.3875,"No, I will do no such thing.",ang
4570,Ses03F_script03_2_M028,187.0375,194.7300,Turn it on.,ang
4571,Ses03F_script03_2_M029,197.3075,199.6900,No.,ang
4572,Ses03F_script03_2_M030,200.5200,207.5800,You've always had far too temperamental for yourself. You should try to control it.,ang
4573,Ses03F_script03_2_M031,211.2300,222.0875,Turn it off.,xxx
4574,Ses03F_script03_2_M032,232.4100,235.6300,I will not. Go away. Go away. I hate you.,xxx
4575,Ses03F_script03_2_M033,238.0575,241.3500,"Oh, very amusing, indeed. Amanda, listen-",xxx
4576,Ses03F_script03_2_M034,244.7800,247.4375,"Listen, indeed. No, no, no, no. I am sick and tired of listening to you, you sadistic bully.",ang
4577,Ses03F_script03_2_M035,248.9800,251.3625,Very amusing indeed.,neu
4578,Ses03F_script03_2_M036,252.0725,254.0900,"Stop it, stop it, I hate you, I loath you, you are overbearing and conceited and utterly impossible.",xxx
4579,Ses03F_script03_2_M037,260.0300,261.8750,"You know, you're a vile, ill-tempered, wicked little beast and I hope that I never see you again as long as I live.",xxx
4580,Ses03F_script03_2_M038,271.2375,272.7375,This is the end. Do you hear? The end. Now and forever.,ang
4581,Ses03F_script03_2_M039,276.0875,279.9900,"No, you're not going out like this. No you're not.",ang
4582,Ses03F_script03_2_M040,284.8575,287.3500,"Oh, yes I am.",ang
4583,Ses03F_script03_2_M041,291.3775,298.7125,"Yes I am. Let go of me. I hate you and I loath you. God, I can't believe I just finally realized how you are. I am never marry you. Never. Never, never, never. I would rather die in torment.",ang
4584,Ses03F_script03_2_M042,302.3250,307.6675,"Oh, shut up. Shut up. Shut up.",ang
4585,Ses03F_script03_2_M043,312.0055,316.6300,"I wouldn't marry you again if you came back crawling to me on your hands and knees because you're vile. You're a mean, evil-minded little vampire and I hope to God I never set eyes on you again.",ang
4586,Ses03F_script03_2_M044,316.6300,327.6700,"Beast or brute cad, swine beast beast brute.",ang
4587,Ses03M_impro01_F000,12.2267,15.5586,"Hey listen here missy, I've been in this line for an hour and now I'm finally here.  So you're going to take my application.",neu
4588,Ses03M_impro01_F001,18.8906,21.8775,Is that a demand sir?,xxx
4589,Ses03M_impro01_F002,24.6250,28.4002,It's not a demand it's a request.  Will you just take it?  Come on.,fru
4590,Ses03M_impro01_F003,28.4002,32.2750,I must see it before I just take it.,neu
4591,Ses03M_impro01_F004,33.9075,39.6278,Oh.  Look at it.,fru
4592,Ses03M_impro01_F005,39.7900,45.7464,"Sir, you completely filled this out wrong.",fru
4593,Ses03M_impro01_F006,46.5472,48.9639,No.  You filled out the back part.  You were supposed to fill out the front portion only.,fru
4594,Ses03M_impro01_F007,50.4511,52.7678,What?,fru
4595,Ses03M_impro01_F008,52.7678,56.5573,What are you talking about?  It says fill out that part.,fru
4596,Ses03M_impro01_F009,60.6186,65.9400,"No, no, no, no, no.  You're going to have to go back over on the other side-- --second door, up the stairs...",fru
4597,Ses03M_impro01_F010,66.3100,70.2712,Okay.,xxx
4598,Ses03M_impro01_F011,70.2712,77.7788,Oh my God. Can you just transfer it yourself?,xxx
4599,Ses03M_impro01_F012,78.8942,84.0150,No I can't just transfer it myself sir.  You got to do this.  Everyone else is doing the same thing.,fru
4600,Ses03M_impro01_F013,84.5650,88.5000,You don't know! you can't write?  You don't know how to write?,xxx
4601,Ses03M_impro01_F014,88.6470,91.2353,Excuse me sir?,xxx
4602,Ses03M_impro01_F015,92.3364,95.1100,What's wrong with you people?  God.,xxx
4603,Ses03M_impro01_F016,95.7675,98.1525,I think you're being a little condescending.,fru
4604,Ses03M_impro01_F017,98.6125,100.3016,You need to go back over there and fill it out again.,fru
4605,Ses03M_impro01_F018,105.1696,109.3251,The information is on there.  Here I'll just fill it out right here.,fru
4606,Ses03M_impro01_F019,109.3251,112.4568,"No, no, no, because there are other people in line.  You have to go get a complete new application.",fru
4607,Ses03M_impro01_F020,115.8460,117.4762,"This will take like a minute, okay? Jesus.",fru
4608,Ses03M_impro01_F021,117.9052,125.3650,"No, no, no. Sir,you need to get out of the line--",fru
4609,Ses03M_impro01_F022,126.4424,131.1615,I'm not going anywhere.  I'm staying right here.,ang
4610,Ses03M_impro01_F023,132.2800,142.8425,"Well I'm going to have to call- security because sir, you- there are hundreds of people waiting in line at this D.M.V.-- --We're closing in about half an hour...",xxx
4611,Ses03M_impro01_F024,143.1775,148.6800,"Hey,uh-- Well that's too bad cause I'm getting my license right now.",fru
4612,Ses03M_impro01_F025,149.9150,156.6200,"You will get your license, sir, you have to go fill out-- --another copy...excuse me?",ang
4613,Ses03M_impro01_M000,4.4045,13.1562,Give me my--,fru
4614,Ses03M_impro01_M001,14.6863,19.6199,"Hey, no, give me that back.",fru
4615,Ses03M_impro01_M002,21.2930,24.8252,No.  Now I'm going to take this from you because you are obviously misleading,xxx
4616,Ses03M_impro01_M003,27.5675,28.7200,-- No.  I'm not waiting...I'm not coming back again.  I don't have time to come back five days.,xxx
4617,Ses03M_impro01_M004,31.2030,34.5207,No.  You couldn't go get another one.,ang
4618,Ses03M_impro01_M005,34.7209,36.3225,Well then you won't have a license will you?,fru
4619,Ses03M_impro01_M006,37.3092,41.1989,I'll have a license.,fru
4620,Ses03M_impro01_M007,43.9731,47.1621,Well not from this department you won't.,fru
4621,Ses03M_impro01_M008,48.0630,51.1804,Yes I will.  I'll have this [GARBAGE],fru
4622,Ses03M_impro01_M009,56.9434,61.2907,Sir-,fru
4623,Ses03M_impro01_M010,64.8085,68.2120,just as I want.  Ugh.,fru
4624,Ses03M_impro01_M011,68.4122,72.1731,Sir?  I'm going to ask you one more time and then I'm going to call my supervisor,ang
4625,Ses03M_impro01_M012,74.6757,80.2670,who will proceed to call-- security if you can't remove yourself--,ang
4626,Ses03M_impro01_M013,81.4550,83.2275,Fine.  Call your supervisor.  Ask supervisor over,fru
4627,Ses03M_impro01_M014,87.4744,89.6480,and I'll tell her how you've been behaving.,ang
4628,Ses03M_impro01_M015,89.8482,94.3650,Really?,ang
4629,Ses03M_impro01_M016,94.6675,96.2600,How would you like that hmm?,fru
4630,Ses03M_impro01_M017,97.5846,100.3874,"She's not actually in the building.  She's only on the phone. Sir, please leave this line immediately.",ang
4631,Ses03M_impro01_M018,100.3874,104.6775,"Oh, okay.  Wow.",fru
4632,Ses03M_impro01_M019,110.0973,113.3720,No.  I'm not going anywhere.  I'm staying here-- I am filling out right now okay just calm down. I'm filling out right now-- Just take the god damn piece of paper.,ang
4633,Ses03M_impro01_M020,113.3720,116.4375,Okay.  I'm going to call security. Security!,fru
4634,Ses03M_impro01_M021,116.7183,119.1207,"I have it.  I'm taking it.  Doesn't mean I'm going to do anything with it.--Get out of my line!  This is my line.  Get out.  All these people--Sir, you are causing a mob in this department.",fru
4635,Ses03M_impro01_M022,120.0788,122.7387,Okey This is a new one.  Take the new one.,fru
4636,Ses03M_impro01_M023,124.8265,133.0348,Do you own the D.M.V.?,ang
4637,Ses03M_impro01_M024,133.6300,136.5950,I'm sorry she's--these people they just want to get their license--,xxx
4638,Ses03M_impro01_M025,138.8979,141.1001,"No, You cannot get your license.  You filled out the wrong part of the form.",xxx
4639,Ses03M_impro01_M026,141.3003,146.7630,What are you talking about?  Just transfer it over.  I filled out the new one.,fru
4640,Ses03M_impro01_M027,147.6496,151.6680,"This entire time you're fighting with me sir, you could've finished the form and already been half way-- No.  Get out.",xxx
4641,Ses03M_impro01_M028,152.8549,155.7721,I did finish one.  Take it.,ang
4642,Ses03M_impro01_M029,155.8293,158.2325,What is wrong with you?,ang
4643,Ses03M_impro02_F000,5.8897,8.6953,Hey sweetie.,hap
4644,Ses03M_impro02_F001,8.7550,16.5375,Hey.,xxx
4645,Ses03M_impro02_F002,17.0722,19.3803,Um.,xxx
4646,Ses03M_impro02_F003,20.0369,22.7032,"How's it- going?  Oh I'm so tired.  Oh, I just woke up. Mmm.",hap
4647,Ses03M_impro02_F004,30.0852,34.4229,What's going on?,sur
4648,Ses03M_impro02_F005,37.3677,39.1784,"Uh, -Um",sur
4649,Ses03M_impro02_F006,39.2580,41.5661,Why the sad face?,xxx
4650,Ses03M_impro02_F007,44.1130,46.6997,they need me out there sooner than I thought,xxx
4651,Ses03M_impro02_F008,48.1522,56.8077,Where?  Who?  What are you talking about?,xxx
4652,Ses03M_impro02_F009,58.7975,61.1454,They want to deploy me next week.,fru
4653,Ses03M_impro02_F010,61.6826,67.3137,Next week?,fru
4654,Ses03M_impro02_F011,71.8503,75.1931,Overseas?,fru
4655,Ses03M_impro02_F012,75.9492,81.3415,For--,xxx
4656,Ses03M_impro02_F013,81.4410,84.0675,For how long this time?,sad
4657,Ses03M_impro02_F014,84.1073,87.5694,They said anywhere from two to three years.,sad
4658,Ses03M_impro02_F015,93.6780,97.4785,What?  What do you mean two to three years?  Don't they know that you have a wife and an expectant child?,sad
4659,Ses03M_impro02_F016,101.0401,103.8875,I told them that but they--,sad
4660,Ses03M_impro02_F017,110.0339,113.5100,Honey--,sad
4661,Ses03M_impro02_F018,119.5648,123.0071,--need me on the specialist honey.,fru
4662,Ses03M_impro02_F019,123.9423,131.3840,You can't.  We need you.  I need you.,fru
4663,Ses03M_impro02_F020,132.4585,134.6074,"I don't want to go but,-",fru
4664,Ses03M_impro02_F021,139.9201,144.4325,I don't care about the money.,xxx
4665,Ses03M_impro02_F022,144.5548,150.8439,but they said they'd increase my pay by triple-there promotion.,sad
4666,Ses03M_impro02_F023,152.0377,154.8035,And you're leaving next week so you won't even be here for Anna's birth?,sad
4667,Ses03M_impro02_F024,157.7550,163.9600,No.,sad
4668,Ses03M_impro02_F025,166.0059,168.7915,Do this whole thing by myself?,sad
4669,Ses03M_impro02_F026,168.9905,175.8950,Honey you're not going to be by yourself--,sad
4670,Ses03M_impro02_F027,180.4714,185.2270,"We'll have internet set up, we'll get web cameras and everything.  My whole family's here too.",sad
4671,Ses03M_impro02_F028,190.7187,203.0600,Carry her for nine months and then yes.,sad
4672,Ses03M_impro02_F029,203.1600,206.5572,Honey.,sad
4673,Ses03M_impro02_F030,207.3730,213.0040,It's not the same thing.  It's not like having you here.,sad
4674,Ses03M_impro02_F031,218.0779,221.1621,I can't do this.,sad
4675,Ses03M_impro02_F032,221.7988,225.5594,"You can do it.  Alright?  You can, you can be strong, you can be strong for both of us alright?",sad
4676,Ses03M_impro02_F033,228.0069,232.6828,I'm sick of being strong-- --for us.,sad
4677,Ses03M_impro02_F034,236.4832,238.2342,I don't know what to do.,sad
4678,Ses03M_impro02_F035,238.2740,241.0900,I don't want to - I don't- I don't want to go.,fru
4679,Ses03M_impro02_F036,243.5270,248.2228,What am I supposed to do?,fru
4680,Ses03M_impro02_F037,249.3769,254.1550,You can say no?,fru
4681,Ses03M_impro02_M000,5.7703,9.1927,You know I can't say no.,sad
4682,Ses03M_impro02_M001,18.5048,20.6139,You could.  You really could.  You could-- --get into another line of work.  I could start working after Anna's born?,sad
4683,Ses03M_impro02_M002,21.6685,24.6731,The last guy who said no was fired.,sad
4684,Ses03M_impro02_M003,24.7924,29.4375,I put in fifteen years in this job.,sad
4685,Ses03M_impro02_M004,33.8658,38.4223,I know.,sad
4686,Ses03M_impro02_M005,42.6008,44.6702,I'm so close.  Five more years and I retire-,sad
4687,Ses03M_impro02_M006,46.0650,48.8288,and we'll have that happy life.,sad
4688,Ses03M_impro02_M007,56.1100,59.2949,Happiness for me is having you here with me,xxx
4689,Ses03M_impro02_M008,59.8123,62.9760,"and watch our child grow, see her take her first steps, her first words.",fru
4690,Ses03M_impro02_M009,66.6570,69.7412,Honey after a year I can be back.,fru
4691,Ses03M_impro02_M010,69.7412,75.3921,You said two years.,fru
4692,Ses03M_impro02_M011,80.6650,82.9532,They want me there two years but I could probably get,sad
4693,Ses03M_impro02_M012,83.7292,86.9924,maybe get some vacation-- --once it quiets down there.,sad
4694,Ses03M_impro02_M013,87.4501,94.3200,A whole year? --We're not talking about like a couple months here.  I mean this is a whole year.,neu
4695,Ses03M_impro02_M014,97.2198,100.0452,I know.  I know.  But they really need some good guys there.,xxx
4696,Ses03M_impro02_M015,103.4425,109.3425,What could happen in a year?,neu
4697,Ses03M_impro02_M016,110.0538,113.2175,And this isn't the first time you know?  I mean you always...sending you off to different places and...,sad
4698,Ses03M_impro02_M017,113.2175,116.5975,Well that's the kind of work I'm in honey.,fru
4699,Ses03M_impro02_M018,117.3164,120.5199,I don't know if that's how I want to live my life.,fru
4700,Ses03M_impro02_M019,122.3903,124.7875,It's just going to be--it's going to go faster than you think.,sad
4701,Ses03M_impro02_M020,126.6750,129.7524,"Joe I'm serious I don't want to have to have a little girl to tell...asking every day where's daddy, where's daddy and have to tell her that he's away--",fru
4702,Ses03M_impro02_M021,130.1702,133.8115,far away and he won't be here.,fru
4703,Ses03M_impro02_M022,133.8115,137.2725,You tell her-- [BREATHING],fru
4704,Ses03M_impro02_M023,137.3650,140.0196,I'm done.  I can't honey.,fru
4705,Ses03M_impro02_M024,149.8888,153.1918,What do you mean?,sad
4706,Ses03M_impro02_M025,153.7887,157.1713,It's over.,sad
4707,Ses03M_impro02_M026,157.1713,161.2304,What?,sad
4708,Ses03M_impro02_M027,163.3396,167.1400,Honey I can't do it anymore.,sad
4709,Ses03M_impro02_M028,176.9098,180.9092,Are you kidding me?  No.,sad
4710,Ses03M_impro02_M029,184.8887,190.9177,I need you here.  Anna needs you.,sad
4711,Ses03M_impro02_M030,204.0501,207.6516,So I have--you want me to choose between you guys or my career?,sad
4712,Ses03M_impro02_M031,212.3872,215.6703,yeah.,sad
4713,Ses03M_impro02_M032,220.1672,222.5325,What am I going to do?,sur
4714,Ses03M_impro02_M033,223.6294,227.8477,"Priorities honey, priorities.",sur
4715,Ses03M_impro02_M034,231.9864,237.0400,I want to--what am I going to do if I leave this job?,fru
4716,Ses03M_impro02_M035,237.1797,239.7067,You're smart.  You could go back to school--,fru
4717,Ses03M_impro02_M036,240.4230,244.3030,finish your Master's that you were started never finished.,fru
4718,Ses03M_impro02_M037,253.3962,259.2859,Fine.  I'll see if I can talk to them.,fru
4719,Ses03M_impro03_F000,2.3299,4.6150,Hey.,xxx
4720,Ses03M_impro03_F001,6.2964,7.8946,Hey.,exc
4721,Ses03M_impro03_F002,14.2850,25.0825,"Esmeralda, guess what?",sur
4722,Ses03M_impro03_F003,25.1665,28.9250,What?,exc
