,Unnamed: 0,file_ids,start_times,stop_times,texts,labels
843,843,Ses01F_script03_2_M023,157.82,161.54,This is no time of year for Tunis.,ang
9678,9678,Ses05M_script01_3_M029,263.41,278.57,It was and then I went home.  And it was incredible.  It didn't have any meaning there.,sad
8141,8141,Ses05F_impro04_M019,226.21,230.43,Have you ever called them back and asked why you didn't get the job?,fru
904,904,Ses01M_impro01_M012,62.78,66.03,Okay.,fru
6083,6083,Ses04F_impro07_F026,119.57,122.66,I don't want any of those little puny ones.,xxx
9656,9656,Ses05M_script01_3_M007,66.98,78.59,"Like Larry's brother.  Do it like you, Chris.  What's the matter?",xxx
6646,6646,Ses04F_script02_2_M039,336.32,338.1,I don't know.  It seemed like a good spot to me.,fru
1547,1547,Ses01M_script02_2_F002,31.34,34.32,"Look at this, my hairs are standing up my arm. I'm giving myself goose bumps.",fru
2080,2080,Ses02F_impro07_F008,40.63,48.35,So--,exc
4593,4593,Ses03M_impro01_F006,46.5472,48.9639,No.  You filled out the back part.  You were supposed to fill out the front portion only.,fru
3985,3985,Ses03F_impro08_F003,24.93,29.75,"trying to get an answer, and no one's given me an answer.  So what are you going to do about it?",neu
6360,6360,Ses04F_script01_1_M033,268.56,270.8807,I want- I want a family.  I want some kids.  I want to build something I give myself to.  Annie is in the middle of that.  Now where do I find it?,xxx
5211,5211,Ses03M_script01_1_F043,394.2475,401.1175,"Well, I mean, you got to make sure your dad's not going--",ang
6161,6161,Ses04F_impro07_M024,105.63,108.84,Sweet.,xxx
9631,9631,Ses05M_script01_3_F010,131.86,134.53,You've been sort of embarrassed since I got here.,sad
8192,8192,Ses05F_impro05_F026,233.1138,239.28,"Well, obviously, that wasn't me, so I'm going to have to ask you the same questions they asked you just so we can get to the same point.",fru
3820,3820,Ses03F_impro04_M016,146.6588,149.3464,Yeah,neu
2646,2646,Ses02F_script03_2_F030,171.85,175.63,Nothing.,fru
4436,4436,Ses03F_script02_2_M045,445.2462,447.1014,Or not.,hap
8771,8771,Ses05F_script02_2_M024,242.8661,249.45,"No, I know, but.  I know I don't make you happy.",fru
7181,7181,Ses04M_impro07_F018,144.62,146.05,Is U.S.C. known for its history program?,exc
7789,7789,Ses04M_script03_2_M031,161.49,162.75,"Turn it on again, please.",ang
6972,6972,Ses04M_impro03_M014,121.89,127.44,Well I'm glad you told me.,xxx
8688,8688,Ses05F_script02_1_M015,123.41,125.14,This is a big night for these guys.  Life's last orgy. Yeah,xxx
2155,2155,Ses02F_impro08_F009,62.4706,66.7146,"Oh, yeah, absolutely.  You know, and especially because you've been waiting so long and I know that, um, you've been having a difficult time.",neu
6681,6681,Ses04F_script03_1_F023,162.8,167.98,Don't laugh at me.  I'm serious.,exc
3715,3715,Ses03F_impro02_M017,170.23,171.8775,I don't want the money. I want-you here,sad
4057,4057,Ses03F_script01_1_F018,149.0566,152.1494,"Well, what do you mean? What?",fru
5924,5924,Ses04F_impro04_F007,84.05,87.53,I mean I don't know just go out and keep trying. Just-,fru
3102,3102,Ses02M_impro08_M013,118.8972,121.636,"Oh that'll be great 'cause I could just get a new number, would that be okay because that way I don't have to worry about it happening again?",neu
558,558,Ses01F_script02_1_F019,189.93,191.59,"Of course, our flashlight.  What's yours is mine.  Me flashlight es su flashlight.",fru
5114,5114,Ses03M_impro08a_M022,206.9065,211.1854,My name is Sara.,neu
8049,8049,Ses05F_impro03_M043,194.5,198.69,yeah.,exc
1436,1436,Ses01M_script01_3_M007,85.7,88.358,"Chris, what's the matter?",neu
507,507,Ses01F_script01_3_M007,78.08,87.25,"Like Larry's brother.  Do it like you, Chris.",xxx
1869,1869,Ses02F_impro02_F001,18.3682,24.3889,I can't believe that--now--are you sure this is absolutely necessary?  Like--,sad
755,755,Ses01F_script03_1_M015,93.23,100.16,"Oh Elliott, worms don't pop.",xxx
7068,7068,Ses04M_impro05_F035,251.95,258.64,And then that'll be that. It's going to be fine. Just-,fru
4050,4050,Ses03F_script01_1_F011,88.2406,91.1145,I could hear it right through the floor.,fru
5226,5226,Ses03M_script01_1_M011,96.747,110.3169,And what if she doesn't marry you huh?  What if she feels the same way your father does?,ang
3836,3836,Ses03F_impro05_F011,118.9842,124.675,Okay. All I know is that I am supposed to have my language here right now. Right now. And it's not there. And you're supposed to help me because you work at the airport. So give me my luggage or tell me where the hell it is.,ang
2118,2118,Ses02F_impro07_M008,50.09,51.41,[LAUGHTER],exc
6123,6123,Ses04F_impro07_F066,318.74,328.39,That is why I got accepted.,exc
6947,6947,Ses04M_impro03_F015,156.51,160.29,"Yeah. Yeah. So- I know.  I know. I know.  It's weird 'cause it's like the beginning of the rest of my life, you know.",exc
501,501,Ses01F_script01_3_M001,26.0445,28.8493,God.  I kissed you Annie.,neu
8503,8503,Ses05F_script01_1_F037,364.57,368.98,"Well that's nobody's business but yours, Chris.",fru
4950,4950,Ses03M_impro05b_F012,81.52,85.5,You can report lost property?,neu
1539,1539,Ses01M_script02_1_M041,347.115,355.96,They just all turned at once and they just form this line as long as the California coast.  And they just started swimming...,exc
6112,6112,Ses04F_impro07_F055,278.52,281.14,Everything worked out perfectly.,xxx
1211,1211,Ses01M_impro07_F002,23.88,25.25,"Well, this is totally random, I got this full ride scholarship to go to U.S.C next year to play softball.",xxx
9108,9108,Ses05M_impro03_M028,188.88,195.13,oh.,hap
672,672,Ses01F_script02_2_M014,133.66,136.7425,Do you know what you get?  You get this.,fru
3377,3377,Ses02M_script02_1_M041,294.99,304.38,"Well, so what do you think?",exc
8769,8769,Ses05F_script02_2_M022,236.1829,238.84,Maybe if you are with somebody else too?,fru
1464,1464,Ses01M_script01_3_M035,389.0888,397.095,I felt ashamed and I didn't want any part of it.  I guess I included you too.,sad
1192,1192,Ses01M_impro06_M014,105.84,109.16,"He was a really, really good guy.",sad
6952,6952,Ses04M_impro03_F020,227.18,229.65,Okay. Well there you go.,xxx
1872,1872,Ses02F_impro02_F004,63.2468,75.4222,"You're gonna have to.  I mean, you're a great father.  You can do it.  I know you can.",sad
3590,3590,Ses02M_script03_2_M008,45.0092,47.8675,Mind your own business.,xxx
6695,6695,Ses04F_script03_1_M006,29.8095,33.1781,What happens if one of us dies?  Does the one that's left still laugh?,exc
505,505,Ses01F_script01_3_M005,54.62,63.9,Not like that you're not.,neu
8083,8083,Ses05F_impro04_F008,83.89,89.8,"I mean, I just don't--I don't know.  If you don't have a lot of qualification, where do you - where do you find work?  It's like L.A. is so frustrating because if you don't know somebody, you can't -you can't get a job.  It's impossible.  It's totally discriminatory.  You have to know somebody.",ang
506,506,Ses01F_script01_3_M006,67.6792,69.8648,I kissed you.,xxx
8158,8158,Ses05F_impro04_M036,355.66,357.32,If I- If you- Will you stick with it?,neu
6670,6670,Ses04F_script03_1_F012,63.61,65.06,What shall we do if they suddenly walk in on us?,neu
4755,4755,Ses03M_impro03_F036,213.795,217.9375,You had the mouse?,neu
4977,4977,Ses03M_impro05b_M007,40.31,51.47,"Okay.  Sir?  I am sorry to tell you this but this does happen. Uh- This is not uh- really,",fru
1773,1773,Ses01M_script03_2_F040,311.8125,316.71,"Yes, it is.",ang
5632,5632,Ses03M_script03_2_F013,97.2788,99.6334,And what about me?,xxx
4884,4884,Ses03M_impro05a_F006,38.175,42.27,Okay.  Sir?  Can you...if you just give me one moment and let me just check okay?,fru
797,797,Ses01F_script03_2_F018,130.95,132.79,So am I.  I'm bored stiff. [GARBAGE]  Do you want some brandy?,ang
7089,7089,Ses04M_impro05_M013,92.1431,96.2016,"I'd be happy to give you a cup of coffee, too.",fru
7037,7037,Ses04M_impro05_F004,19.51,20.7966,lost my luggage. Your airline--,xxx
2829,2829,Ses02M_impro03_M010,65.1724,72.73,Are your parents excited or...?,hap
9305,9305,Ses05M_impro07_F033,143.88,145.21,"[garbage] I'm going to live on campus.  I mean, well, around campus, anyway.  Yeah, housing around campus.",neu
8723,8723,Ses05F_script02_2_F015,181.4813,192.0072,"For heaven's sake Augie, grow up we are not going to see the grunions.",hap
312,312,Ses01F_impro07_F007,63.02,72.75,"Oh.  Good, good.  That's awesome. Are you going to stay around here?  Or are you going to like get a different neighborhood- you going to move to a different neighborhood?",xxx
746,746,Ses01F_script03_1_M006,33.92,39.31,What happens if one of us dies?  Does the other one still laugh?,xxx
3569,3569,Ses02M_script03_2_F030,187.2368,189.1725,Nothing.,xxx
790,790,Ses01F_script03_2_F011,84.46,88.97,"Well, what of it?",xxx
2476,2476,Ses02F_script02_2_F019,178.78,183.33,Twice is every time we've tried. That's ever.,sad
9311,9311,Ses05M_impro07_F039,162.62,164.07,yeah.,hap
2570,2570,Ses02F_script03_1_F020,140.2,142.43,"Meaning that sacred and beautiful thing, love?",hap
5261,5261,Ses03M_script01_1_M046,407.0791,410.5946,No you don't.  I'm a pretty tough guy.,sad
5190,5190,Ses03M_script01_1_F022,178.2718,180.4162,"No I don't want to argue with him but, it's time that he realizes that nobody believes Larry's coming back anymore.",fru
2163,2163,Ses02F_impro08_F017,123.393,126.3472,"um, you're scheduling a flight as well--And you would like to, um, we have a highly discounted hotel rate that goes along with that so that everything is all in one deal.  You're taken care of by the time that you get there.",neu
7923,7923,Ses05F_impro02_M020,142.8,146.95,Iraq of all-come on.  People die every day.,xxx
6306,6306,Ses04F_script01_1_F024,181.6339,190.35,You can't say that to him.,ang
380,380,Ses01F_script01_1_F038,361.81,364.61,I'm just saying.,ang
6061,6061,Ses04F_impro07_F004,16.1639,18.956,Get out.,exc
1292,1292,Ses01M_script01_1_F014,122.46,128.7433,I don't know.,ang
1912,1912,Ses02F_impro03_F017,133.6443,140.07,That--that is the most romantic thing I have ever heard.,hap
599,599,Ses01F_script02_1_M034,240.17,245.71,"God, this is great.  Think about this.  I know you are not interested, but just think about this.",neu
3892,3892,Ses03F_impro06_F034,224.5529,229.893,"You know, he had that really pretty girlfriend for like about a year and-",sad
4141,4141,Ses03F_script01_1_M048,403.4327,407.4835,I'm going to.,neu
1652,1652,Ses01M_script03_1_F004,28.17,30.79,Must be them then.,hap
5199,5199,Ses03M_script01_1_F031,266.5639,270.4837,"Listen mom, just, sit down.  I want to talk to you.",fru
1893,1893,Ses02F_impro02_M011,190.0061,194.4042,I have no choice. There's nothing I can do.,xxx
1944,1944,Ses02F_impro03_M018,175.73,179.59,"I mean, I'm surprised he didn't, ya know--go get a plane to fly over and shine--But candles on the beach, that's okay too I guess--",neu
3395,3395,Ses02M_script02_2_F014,112.31,115.32,"There is nothing to it, we come here, the Grunion arrive, then do their little fish business, we go oh ah look, they go home, we go home.",fru
5454,5454,Ses03M_script02_2_F003,25.9251,37.4296,It's ridiculous.,ang
9754,9754,Ses05M_script02_2_F007,71.03,76.17,"Sure.  Everybody is told the same thing, it keeps us all excited.  It keeps us all coming back for more.  It keeps us thinking that life is gonna start now any minute if we can just find the right spot and get in on the action.",xxx
375,375,Ses01F_script01_1_F033,312.74,318.2648,You know it's not just my business.,fru
1966,1966,Ses02F_impro04_F013,212.279,229.8,"There...There are plenty of people out there with--with like, good jobs, you know, that are a lot...",fru
3957,3957,Ses03F_impro07_M011,48.4564,50.2191,"Oh man, I'm so excited. So much to do.",exc
7100,7100,Ses04M_impro05_M024,168.21,172.34,with different names on them? That-,fru
7443,7443,Ses04M_script01_3_F006,47.35,50.55,"In the first place, your mother as much as told me to go.",xxx
6408,6408,Ses04F_script01_2_M013,120.27,121.81,You above all have got to believe.  You.,fru
5138,5138,Ses03M_impro08b_F018,168.03,169.75,"Well, um- okay.  Your sim card is in- didn't fall out-",xxx
5263,5263,Ses03M_script01_2_F000,7.4531,9.9374,Why did he invite her here?,ang
1471,1471,Ses01M_script01_3_M042,499.46,502.27,I'm going to make a fortune for you.,xxx
3346,3346,Ses02M_script02_1_M010,59.61,66.04,Not particularly.,xxx
6224,6224,Ses04F_impro08_F000,6.45,10.35,Hello.  Thank you for calling Dell Taco Corporate.  Can I help you?,hap
2853,2853,Ses02M_impro04_F002,24.9578,28.19,I don't know what I'm going to do about this; I mean,neu
8974,8974,Ses05M_impro01_M007,53.01,54.07,"They're different forms, we process them all different-",xxx
9760,9760,Ses05M_script02_2_F013,150.43,182.34,I just - We just have different ideas of what this night is suppose to look like.,sad
7993,7993,Ses05F_impro03_F048,225.08,227.16,"Oh, okay.",hap
4062,4062,Ses03F_script01_1_F023,180.5868,187.1282,"No, I don't want to argue with him, but it's time that he realized that no one believes that Larry's coming back anymore.",fru
5044,5044,Ses03M_impro07_M015,83.7,87.66,Oh great. I would love to go.,exc
4306,4306,Ses03F_script02_1_M013,95.3325,100.577,I don't know. I just don't.,exc
5761,5761,Ses04F_impro02_F000,11.95,15.56,So you're leaving tomorrow.,sad
8737,8737,Ses05F_script02_2_F029,336.0962,338.1012,"Augie, do you remember the first time we came to see it?  It was about four years ago right after we got married and we thought I was pregnant.",sad
9445,9445,Ses05M_script01_1_F020,163.37,165.19,"What do you want to do, argue with him?",fru
3990,3990,Ses03F_impro08_F008,54.64,58.9025,"Fine, sorry.  Okay, my phone's been on the fritz for like three days.  I can't get any incoming calls. What- What is going on?",neu
1049,1049,Ses01M_impro04_F022,166.29,172.94,"Are you hiring? Wait, do you know of a job? Seriously, do you know, like do you know of anything though?  Like, oh please, do you know of anything?",neu
6156,6156,Ses04F_impro07_M019,82.22,83.86,Are you going to take out loans or-,neu
5304,5304,Ses03M_script01_3_F003,25.115,28.1319,It's lovely here.,xxx
7829,7829,Ses05F_impro01_F014,130.3,134.77,"I hear that.  I hear that.  Thank you, but I've waited in line for so long, and I don't want to have to be here all day.",fru
2035,2035,Ses02F_impro05_M020,248.0522,265.9529,Thank you.,neu
4039,4039,Ses03F_script01_1_F000,3.257,10.0721,What's he going to say? Maybe we ought to talk to him before he sees it.,xxx
7013,7013,Ses04M_impro04_M004,52.91,57,"I mean, I'm not saying that you should, you know--",neu
9340,9340,Ses05M_impro07_M021,89.62,91.07,Okay.,exc
1972,1972,Ses02F_impro04_M001,19.1897,25.48,I feel so worthless.,neu
7927,7927,Ses05F_impro02_M024,166.05,169.52,I don't know.,sad
2099,2099,Ses02F_impro07_F027,166.96,168.26,"So, what, do you have to send in your deposit now?  Or what you-?",exc
1499,1499,Ses01M_script02_1_M001,9.0475,21.05,I can't believe I got out of the house without my fly zipped up even.,exc
6199,6199,Ses04F_impro07_M062,300.36,303.13,Right.,neu
652,652,Ses01F_script02_2_F042,428.83,435.06,"That's what it is?  Right?  You want this to be like the other time, right?",hap
170,170,Ses01F_impro04_M016,100.485,103.47,"I am riding the bus, but by choice.",neu
4085,4085,Ses03F_script01_1_F046,401.855,404.0125,"-Oh, you infuriate me sometimes. You know, it's not just my business too if dad throws a fit.",neu
242,242,Ses01F_impro05_M020,118.04,119.37,"Um, actually, I don't know. I don't know. Oh really?",neu
7886,7886,Ses05F_impro02_F022,169.17,182.02,Iraq.,xxx
6940,6940,Ses04M_impro03_F008,99.83,103.34,[LAUGHTER] Well you paint a romantic picture.,exc
2756,2756,Ses02M_impro02_F000,3.9987,6.0541,I don't want you to go.,sad
6853,6853,Ses04M_impro01_M014,102.02,106.58,I can't do that.,fru
5421,5421,Ses03M_script02_1_M015,113.1449,125.1669,"Well this is like the highlight, the one night of their lives and that flopping around, that's laying eggs or spawning or mating or whatever you call it.",exc
2076,2076,Ses02F_impro07_F004,28.75,29.95,"Oh, no way.",exc
4103,4103,Ses03F_script01_1_M010,82.4656,89.2533,Well then I guess it's over then. But from her letters I think she's forgotten him.,xxx
9545,9545,Ses05M_script01_1b_M001,13.31,15.67,"As far as your father is concerned, he's not dead.  And she's still his girl.",sad
6227,6227,Ses04F_impro08_F003,55.13,57.84,um and everything was pretty much uh- uh- just not done right. All the orders were messed up.,fru
4824,4824,Ses03M_impro04_F021,190.14,193.74,Biomedical Engineering.,xxx
4872,4872,Ses03M_impro04_M036,263.3,271.57,Sixteen hundred.,fru
7066,7066,Ses04M_impro05_F033,238.52,242.84,"Just -- you can fill out the form--We can fill out - no, no, no, we can fill out the form three times.",fru
5826,5826,Ses04F_impro03_F013,74.64,79.94,"I'll have to, uh, I'll have to get myself a new tux.  My, uh, the old one is a little worn and dirty.  That's awesome.  Where are you guys going to have it?",exc
4792,4792,Ses03M_impro03_M030,190.395,193.3989,What?  Eighteen?,hap
9359,9359,Ses05M_impro07_M040,172.43,179.9,Oh totally.,exc
4716,4716,Ses03M_impro02_M035,237.1797,239.7067,You're smart.  You could go back to school--,fru
5321,5321,Ses03M_script01_3_F020,183.4897,190.0102,"Well,",hap
5834,5834,Ses04F_impro03_F021,110.56,112.18,I hope- they're not like,xxx
8312,8312,Ses05F_impro06_M016,144.29,145.99,[BREATHING],xxx
4078,4078,Ses03F_script01_1_F039,320.255,331.3951,I want to ask her to marry me.,fru
640,640,Ses01F_script02_2_F030,311.4518,317.13,"It's just fish, it's nothing to get traumatized over.",fru
1270,1270,Ses01M_impro07_M026,172.46,175.3625,That kind of...They're okay.  No I'm like- I'm kind of like the odd man out I'm like...,neu
2778,2778,Ses02M_impro02_M007,61.7187,63.7973,"but, I mean, I'm going to do whatever I can and get back here as fast as I can.",sad
8047,8047,Ses05F_impro03_M041,185.3,187.63,L.A. apartment is fine.,hap
3861,3861,Ses03F_impro06_F003,25.4324,31.1063,We're all going to miss him.,sad
3480,3480,Ses02M_script03_1_F005,29.3458,33.1455,What are we going to do?,exc
1534,1534,Ses01M_script02_1_M036,297.08,305.09,We didn't see them the year before either.,fru
325,325,Ses01F_impro07_M003,20.68,28.06,Ooh. Fancy.,exc
2338,2338,Ses02F_script01_3_F016,146.24,154.84,"Oh.  Would you want to?  I guess you know, this is why I asked you to come.",hap
3980,3980,Ses03F_impro07_M034,183.7534,185.6803,"[LAUGHTER]. Oh, Joe, I'm so happy.",hap
6846,6846,Ses04M_impro01_M007,59.3288,64.12,"And you're gonna have to go wait again, because that's the line you need.",fru
4054,4054,Ses03F_script01_1_F015,124.4237,127.7628,What's the meaning in that?,xxx
2237,2237,Ses02F_script01_1_F043,346.56,349.87,I'm just saying that--,fru
9233,9233,Ses05M_impro05_M016,92.66,102.9,"Well, could you tell me if it's been confiscated then.",fru
9654,9654,Ses05M_script01_3_M005,43.97,53.46,Not like that you're not.,xxx
6818,6818,Ses04M_impro01_F001,33.07,35.88,Okay.  What's the problem?,neu
864,864,Ses01M_impro01_F003,19.48,23.43,"Okay, so filled out all these forms  --",xxx
8573,8573,Ses05F_script01_2_M006,50.2,52.06,"Laugh.  Laugh at me, but what happens the night that she goes to sleep in his bed, and his memorial breaks in pieces?",xxx
7765,7765,Ses04M_script03_2_M007,46.07,49.23,I don't care.  Do you understand?  I don't care.  I don't mind if they bark and roll about like hoops.,fru
7346,7346,Ses04M_script01_1_F039,316.6807,319.8702,Then it's alright.  I'll go ahead with it?,ang
371,371,Ses01F_script01_1_F029,282.73,286.92,You know.,fru
9951,9951,Ses05M_script03_2_M012,62.27,65.93,"Oh, really?  How about a child of three, or child of six, what about a child of nine?",xxx
8060,8060,Ses05F_impro03_M054,229.93,233.44,[LAUGHTER] Good luck.,xxx
5696,5696,Ses03M_script03_2_M031,206.5875,215.1,Very well.  If you insist on being a boorish and idiotic.,ang
7516,7516,Ses04M_script02_1_F013,149.07,156.28,"I wonder, do they always run during a full moon? I can't remember if it was full last year.  Remember?",ang
9415,9415,Ses05M_impro08_M019,148.94,160.5,Thank you so much.,neu
5508,5508,Ses03M_script02_2_M007,69.5057,71.3282,No...No...No...,fru
2364,2364,Ses02F_script01_3_M012,119.1197,120.31,"Yeah, I suppose I have been.  But it's going from me.",xxx
3213,3213,Ses02M_script01_2_F004,31.65,34.39,Nobody comes seven hundred miles just to see.,xxx
911,911,Ses01M_impro01_M019,93.88,96.79,I'm perfectly calm.,fru
9033,9033,Ses05M_impro02_M018,111.65,119.95,"I know.  I know.  I know I know. You're good You're good at what you do, but there's just so much chance involved.",sad
7064,7064,Ses04M_impro05_F031,229.04,233.49,No.  No.  No.  What I need you to do -- I need you to write checks for -- I need you to write three of them. That'll be satisfactory.,fru
6501,6501,Ses04F_script02_1_F008,107.82,110.44,It's not yours.,ang
8419,8419,Ses05F_impro08_F020,145.45,150.48,"So is it, is- is it at all possible that maybe this statement is just old and that the transaction hadn't been processed yet?",neu
6507,6507,Ses04F_script02_1_F014,162.01,170.11,I hope the moon stays out.  I wonder do they always run during a full moon.  I can't remember if it was full last year.  Remember?,ang
5918,5918,Ses04F_impro04_F001,15.85,25.22,That's helpful.,fru
1423,1423,Ses01M_script01_3_F025,290.5787,293.79,So then he's gone.  You sure?,sad
9792,9792,Ses05M_script02_2_M006,56.09,58.19,A vacation?,fru
479,479,Ses01F_script01_3_F015,146.98,150.5845,"Well sure, from your mother's point of view.  Why else would I come?",neu
662,662,Ses01F_script02_2_M004,28.94,31.66,Do you want to get married again?,fru
7590,7590,Ses04M_script02_2_F031,283.28,296.77,"You were fine during the phone call from Marge.  Dinner was okay.  Doing the dishes was no problem.  Let's see, I took a shower.  Uh, you watched the news.  You said the grunions are running tonight.  I said great, let's go.  I feel lucky tonight.",fru
8968,8968,Ses05M_impro01_M001,18.87,23.23,Might as well get started now? but Just take this one.,xxx
8042,8042,Ses05F_impro03_M036,151.64,158.39,"Oh yeah, of course.",exc
2988,2988,Ses02M_impro06_M017,199.2311,214.1921,to talk to somebody but,sad
1119,1119,Ses01M_impro05_M002,12.53,15.6575,It's gone.,fru
2776,2776,Ses02M_impro02_M005,55.4225,56.8962,"I mean can't they put you in like, you know kitchen work or something where you won't get",xxx
5669,5669,Ses03M_script03_2_M004,36.6927,39.7718,They sting.,ang
9829,9829,Ses05M_script03_1_F002,12.3,14.67,I wonder.,exc
6620,6620,Ses04F_script02_2_M013,129.5332,132.13,"A new carpet, a poodle, a backrub, ice cream, a suicide pact.  What?  What?  Carla what the hell do you want?",fru
8608,8608,Ses05F_script01_3_F023,251.9617,253.9647,I almost got married two years ago.,sad
7396,7396,Ses04M_script01_2_F000,5.65,9,Why did he invite her here?,ang
3981,3981,Ses03F_impro07_M035,191.7127,194.0118,"Me too, Isabella.",hap
6322,6322,Ses04F_script01_1_F040,334.11,338.52,Well you want to make sure that father isn't going to-,ang
2893,2893,Ses02M_impro05_F001,9.295,13.2588,"Hi, can I help you?",neu
2669,2669,Ses02F_script03_2_M009,52.75,56.9,I expect it's because you're drunk.,neu
3977,3977,Ses03F_impro07_M031,176.2977,179.0238,"Well, get used to it.",xxx
5234,5234,Ses03M_script01_1_M019,159.411,162.7156,"Well that's a good answer but, it doesn't answer anything.  You haven't seen her since you left to go to the war and it's been five years.",neu
279,279,Ses01F_impro06_F021,197.755,214.34,I don't know.,sad
6699,6699,Ses04F_script03_1_M010,46.73,50.15,"Darling, I believe you're talking nonsense.",xxx
7333,7333,Ses04M_script01_1_F026,198.9,201.568,How are you going to prove it?  Can you prove it?,xxx
9135,9135,Ses05M_impro04_F021,177.47,178.85,But they always go with somebody else.,neu
1694,1694,Ses01M_script03_1_M004,26.23,28.68,If one of us dies...,hap
8898,8898,Ses05F_script03_2_F041,248.55,252.28,"Nonsense, they have a little bag of venom behind their fangs and they snap.",ang
3479,3479,Ses02M_script03_1_F004,21.3711,24.1945,Must be them then.,xxx
4416,4416,Ses03F_script02_2_M025,257.235,259.939,"Augie, anything I do I'd rather be doing with you.",fru
7557,7557,Ses04M_script02_1_M032,291.57,309.6906,Well so what did you think?,exc
6169,6169,Ses04F_impro07_M032,137.8732,140.69,"But, um-",neu
8097,8097,Ses05F_impro04_F022,248.33,250.52,This is humiliating.,sad
8605,8605,Ses05F_script01_3_F020,228.5963,231.1802,"You feel it's wrong here, don't you- this yard, this chair?  I want you to be ready for me Annie.  I don't want to win you away from anything.",sad
7745,7745,Ses04M_script03_2_F040,253.27,257.25,What?,ang
4296,4296,Ses03F_script02_1_M003,24.91,33.1075,What? Are you kidding me? We just got here. We'd miss it. What's the point of coming down there if we just turn around and go home?,exc
4573,4573,Ses03F_script03_2_M031,211.23,222.0875,Turn it off.,xxx
4822,4822,Ses03M_impro04_F019,177.71,180.52,I don't know astronaut?  I don't know something crazy like that.,xxx
2209,2209,Ses02F_script01_1_F015,118.21,126.02,He's getting just like after he died.  What is the meaning of that?,xxx
9245,9245,Ses05M_impro06_F005,89.56,91.58,"The end, he's been sick for awhile.  He had cancer.",sad
9510,9510,Ses05M_script01_1b_F005,45.25,55.02,About four this morning.  I heard it crack and I looked out the window and he was standing right there when it cracked.,xxx
184,184,Ses01F_impro04_M030,171.75,175.26,Oh.  I'm saving the environment. I'm riding this car because I- I want to.,fru
6550,6550,Ses04F_script02_1_M034,235.5012,245.05,It's single mindedness with no mind.  Urgency that's pure urge.,exc
4823,4823,Ses03M_impro04_F020,181.49,183.61,Well what'd you major in?,xxx
2350,2350,Ses02F_script01_3_F028,344.6,353.22,Every day since.,xxx
553,553,Ses01F_script02_1_F014,127.44,129.39,It's ours; it's my flashlight too.,fru
1397,1397,Ses01M_script01_2_M017,163.38,167.43,"What the hell do you want from me, Kate?",ang
1384,1384,Ses01M_script01_2_M004,39.17,41.69,"I want you to---act like he is coming back.  Don't think I haven't noticed you, both of you since Chris invited her here.  I won't stand for any nonsense.",fru
8781,8781,Ses05F_script02_2_M034,349.262,351.2002,"Augie, you bought refreshments.",xxx
7162,7162,Ses04M_impro06_M020,320.61,323.13,I know.,sad
297,297,Ses01F_impro06_M010,144.09,145.68,"And the last time before she died, I remember she couldn't really stand, umm...",neu
443,443,Ses01F_script01_2_F012,108.2,122.34,Now listen.,ang
7303,7303,Ses04M_impro08_M025,199.83,209.82,"call up the Sprint call center and, uh, you know. cool",neu
2077,2077,Ses02F_impro07_F005,29.97,31.0789,"Yeah, I'm so excited.  So I'm gonna say--",exc
7780,7780,Ses04M_script03_2_M022,117.81,120.42,"Not very funny, dear.  You'd better have some more brandy.",ang
2229,2229,Ses02F_script01_1_F035,281.74,283.66,I'm gonna ask her to marry me.,sur
2842,2842,Ses02M_impro03_M023,129.9508,139.699,"Oh, it will, obviously you know. But I know it's something - I don't know, you never really think about it happening, like before hand.",xxx
2537,2537,Ses02F_script02_2_M034,280.13,281.22,"Okay.  Fine so.  We're in the wrong spot, but we're with the right person.",neu
8297,8297,Ses05F_impro06_M001,15.67,21.0373,Of course not.  You have no idea what it's like to lose a kid.,sad
8292,8292,Ses05F_impro06_F026,203.31,207.27,Was he very close to his family?,sad
6414,6414,Ses04F_script01_3_F000,4.34,7.78,You're the only one I know who loves his parents.,xxx
3367,3367,Ses02M_script02_1_M031,201.77,206.64,We just weren't in a good spot; this is a much better spot. I've got good instincts for these things.,xxx
9377,9377,Ses05M_impro08_F010,90.15,91.79,Has somebody tried to pin your site?,xxx
2578,2578,Ses02F_script03_1_F028,197.09,204.39,"If I laugh at everything, then I must laugh at us too.",hap
1131,1131,Ses01M_impro05_M014,84.29,91.75,Yeah it's really unfortunate you know why because I'm going to get fired if I don't get that.  So I need to have that back.,xxx
6426,6426,Ses04F_script01_3_F012,110.8202,113.47,The trouble is I planned on sneaking up on you over a period of a week or so but they take it for granted that we're all set.,hap
320,320,Ses01F_impro07_F015,127.43,130.3175,It's a relief too. I mean I was thinking I was going to have to pack up all of my stuff but yeah. Hooray for U.S.C.,xxx
1371,1371,Ses01M_script01_2_F006,64.42,72.36,How do you know he's even thinking about it?,xxx
4042,4042,Ses03F_script01_1_F003,27.525,29.8059,He was out there when it happened.,xxx
4582,4582,Ses03F_script03_2_M040,284.8575,287.35,"Oh, yes I am.",ang
5121,5121,Ses03M_impro08b_F001,17.54,25.32,Hello?,fru
907,907,Ses01M_impro01_M015,73.1425,75.0125,I have been to California my whole--,fru
7456,7456,Ses04M_script01_3_F019,174.5873,177.26,I didn't want to tell it to you here.  I wanted someplace we'd never been; someplace where we'd be brand new to each other.,xxx
